# x		Fun(x)	FunAtv1(x)
0.980000	0.830497	0.552861
0.990000	0.836026	0.544501
1.000000	0.841471	0.536086
1.010000	0.846832	0.527618
1.020000	0.852108	0.519097
1.030000	0.857299	0.510524
1.040000	0.862404	0.501900
1.050000	0.867423	0.493226
1.060000	0.872355	0.484502
1.070000	0.877201	0.475730
1.080000	0.881958	0.466911
1.090000	0.886627	0.458045
1.100000	0.891207	0.449133
1.110000	0.895699	0.440176
1.120000	0.900100	0.431175
1.130000	0.904412	0.422131
1.140000	0.908633	0.413044
1.150000	0.912764	0.403917
1.160000	0.916803	0.394749
1.170000	0.920751	0.385541
1.180000	0.924606	0.376295
1.190000	0.928369	0.367012
1.200000	0.932039	0.357692
1.210000	0.935616	0.348335
1.220000	0.939099	0.338945
1.230000	0.942489	0.329520
1.240000	0.945784	0.320062
1.250000	0.948985	0.310572
1.260000	0.952090	0.301051
1.270000	0.955101	0.291500
1.280000	0.958016	0.281920
1.290000	0.960835	0.272312
1.300000	0.963558	0.262677
1.310000	0.966185	0.253015
1.320000	0.968715	0.243328
1.330000	0.971148	0.233616
1.340000	0.973485	0.223882
1.350000	0.975723	0.214124
1.360000	0.977865	0.204346
1.370000	0.979908	0.194547
1.380000	0.981854	0.184728
1.390000	0.983701	0.174892
1.400000	0.985450	0.165037
1.410000	0.987100	0.155166
1.420000	0.988652	0.145280
1.430000	0.990105	0.135379
1.440000	0.991458	0.125464
1.450000	0.992713	0.115537
1.460000	0.993868	0.105599
1.470000	0.994924	0.095649
1.480000	0.995881	0.085691
1.490000	0.996738	0.075723
1.500000	0.997495	0.065749
1.510000	0.998152	0.055767
1.520000	0.998710	0.045780
1.530000	0.999168	0.035789
1.540000	0.999526	0.025793
1.550000	0.999784	0.015796
1.560000	0.999942	0.005796
1.570000	1.000000	-0.004204
1.580000	0.999958	-0.014203
1.590000	0.999816	-0.024201
1.600000	0.999574	-0.034197
1.610000	0.999232	-0.044189
1.620000	0.998790	-0.054177
1.630000	0.998248	-0.064159
1.640000	0.997606	-0.074135
1.650000	0.996865	-0.084104
1.660000	0.996024	-0.094064
1.670000	0.995083	-0.104015
1.680000	0.994043	-0.113955
1.690000	0.992904	-0.123884
1.700000	0.991665	-0.133801
1.710000	0.990327	-0.143704
1.720000	0.988890	-0.153593
1.730000	0.987354	-0.163466
1.740000	0.985719	-0.173323
1.750000	0.983986	-0.183163
1.760000	0.982154	-0.192984
